"Sp","Betacov.2021","R.Alb.2021","Rank.2021","PropRank.2021","InSample.2021","Betacov.2020","R.Alb.2020","Rank.2020","PropRank.2020","InSample.2020"
"Harpyionycteris celebensis",0,0.0854385128693994,358.5,0.0854385128693994,0,0,0.0773355576739752,324.5,0.0773355576739752,0
"Hipposideros grandis",0,0.0854385128693994,358.5,0.0854385128693994,0,0,0.0861534795042898,361.5,0.0861534795042898,0
"Hipposideros armiger",1,0.0102478551000953,57,0.0859334216948774,1,1,0.0127502383222116,61.1,0.0904900235972461,1
"Dobsonia exoleta",0,0.0861534795042898,361.5,0.0861534795042898,0,0,0.0868684461391802,364.5,0.0868684461391802,0
"Kerivoula flora",0,0.0861534795042898,361.5,0.0861534795042898,0,0,0.0882983794089609,370.5,0.0882983794089609,0
"Otopteropus cartilagonodus",0,0.0861534795042898,361.5,0.0861534795042898,0,0,0.0810295519542421,340,0.0810295519542421,0
"Myotis auriculus",0,0.0867492850333651,364,0.0867492850333651,0,0,0.0985462345090562,413.5,0.0985462345090562,0
"Rhogeessa parvula",0,0.0869876072449952,365,0.0869876072449952,0,0,0.102716873212583,431,0.102716873212583,0
"Cistugo seabrae",0,0.0872259294566254,366,0.0872259294566254,0,0,0.0804337464251668,337.5,0.0804337464251668,0
"Pteropus woodfordi",0,0.0880600571973308,369.5,0.0880600571973308,0,0,0.0891325071496663,374,0.0891325071496663,0
"Scotoecus pallidus",0,0.088417540514776,371,0.088417540514776,0,0,0.0969971401334604,407,0.0969971401334604,0
"Corynorhinus mexicanus",0,0.0886558627264061,372,0.0886558627264061,0,0,0.108079122974261,453.5,0.108079122974261,0
"Pipistrellus adamsi",0,0.0888941849380362,373,0.0888941849380362,0,0,0.0917540514775977,385,0.0917540514775977,0
"Myotis hajastanicus",0,0.0892516682554814,374.5,0.0892516682554814,0,0,0.0792421353670162,332.5,0.0792421353670162,0
"Pteropus rayneri",0,0.0892516682554814,374.5,0.0892516682554814,0,0,0.0985462345090562,413.5,0.0985462345090562,0
"Pteropus pumilus",0,0.0897283126787417,376.5,0.0897283126787417,0,0,0.0994995233555767,417.5,0.0994995233555767,0
"Pteropus speciosus",0,0.0897283126787417,376.5,0.0897283126787417,0,0,0.0896091515729266,376,0.0896091515729266,0
"Nyctophilus geoffroyi",0,0.0900857959961869,378,0.0900857959961869,0,0,0.0882983794089609,370.5,0.0882983794089609,0
"Myotis dominicensis",0,0.090443279313632,379.5,0.090443279313632,0,0,0.105815061963775,444,0.105815061963775,0
"Myotis hermani",0,0.0909199237368923,381.5,0.0909199237368923,0,0,0.112607244995234,472.5,0.112607244995234,0
"Rhinolophus virgo",0,0.0909199237368923,381.5,0.0909199237368923,0,0,0.078765490943756,330.5,0.078765490943756,0
"Myotis bucharensis",0,0.0917540514775977,385,0.0917540514775977,0,0,0.0856768350810296,359.5,0.0856768350810296,0
"Myotis occultus",0,0.0917540514775977,385,0.0917540514775977,0,0,0.114037178265014,478.5,0.114037178265014,0
"Pteropus samoensis",0,0.0917540514775977,385,0.0917540514775977,0,0,0.092230695900858,387,0.092230695900858,0
"Hipposideros doriae",0,0.092349857006673,387.5,0.092349857006673,0,0,0.0958055290753098,402,0.0958055290753098,0
"Rhinolophus deckenii",0,0.092349857006673,387.5,0.092349857006673,0,0,0.0687559580552908,288.5,0.0687559580552908,0
"Pteropus personatus",0,0.0931839847473785,391,0.0931839847473785,0,0,0.0969971401334604,407,0.0969971401334604,0
"Pteropus ocularis",0,0.0934223069590086,392,0.0934223069590086,0,0,0.0804337464251668,337.5,0.0804337464251668,0
"Acerodon leucotis",0,0.0936606291706387,393,0.0936606291706387,0,0,0.0975929456625357,409.5,0.0975929456625357,0
"Scotorepens sanborni",0,0.094137273593899,395,0.094137273593899,0,0,0.110104861773117,462,0.110104861773117,0
"Hipposideros dyacorum",0,0.0943755958055291,396,0.0943755958055291,0,0,0.116658722592946,489.5,0.116658722592946,0
"Laephotis angolensis",0,0.0948522402287893,398,0.0948522402287893,0,0,0.0930648236415634,390.5,0.0930648236415634,0
"Pteropus pohlei",0,0.0948522402287893,398,0.0948522402287893,0,0,0.0913965681601525,383.5,0.0913965681601525,0
"Rhinolophus subrufus",0,0.0948522402287893,398,0.0948522402287893,0,0,0.0722116301239275,303,0.0722116301239275,0
"Rhinolophus inops",0,0.0954480457578646,400.5,0.0954480457578646,0,0,0.0780505243088656,327.5,0.0780505243088656,0
"Nycteris tragata",0,0.0958055290753098,402,0.0958055290753098,0,0,0.132626310772164,556.5,0.132626310772164,0
"Pteropus dasymallus",0,0.0960438512869399,403,0.0960438512869399,0,0,0.0930648236415634,390.5,0.0930648236415634,0
"Pteropus tuberculatus",0,0.0965204957102002,405,0.0965204957102002,0,0,0.0909199237368923,381.5,0.0909199237368923,0
"Chalinolobus nigrogriseus",0,0.0965204957102002,405,0.0965204957102002,0,0,0.104385128693994,438,0.104385128693994,0
"Vespadelus troughtoni",0,0.0965204957102002,405,0.0965204957102002,0,0,0.0962821734985701,404,0.0962821734985701,0
"Dobsonia pannietensis",0,0.0971163012392755,407.5,0.0971163012392755,0,0,0.102716873212583,431,0.102716873212583,0
"Rhinolophus beddomei",0,0.0971163012392755,407.5,0.0971163012392755,0,0,0.0776930409914204,326,0.0776930409914204,0
"Murina florium",0,0.0975929456625357,409.5,0.0975929456625357,0,0,0.119637750238322,502,0.119637750238322,0
"Pteropus melanotus",0,0.0975929456625357,409.5,0.0975929456625357,0,0,0.0936606291706387,393,0.0936606291706387,0
"Chaerephon aloysiisabaudiae",0,0.0981887511916111,412,0.0981887511916111,0,0,0.0944947569113441,396.5,0.0944947569113441,0
"Pteropus rennelli",0,0.0981887511916111,412,0.0981887511916111,0,0,0.0877025738798856,368,0.0877025738798856,0
"Rhinolophus euryotis",0,0.0981887511916111,412,0.0981887511916111,0,0,0.0985462345090562,413.5,0.0985462345090562,0
"Eudiscopus denticulus",0,0.0986653956148713,414,0.0986653956148713,0,0,0.128932316491897,541,0.128932316491897,0
"Idionycteris phyllotis",0,0.0989037178265014,415,0.0989037178265014,0,0,0.12595328884652,528.5,0.12595328884652,0
"Pteropus seychellensis",0,0.0991420400381316,416,0.0991420400381316,0,0,0.0949714013346044,398.5,0.0949714013346044,0
"Hipposideros ridleyi",0,0.0996186844613918,418,0.0996186844613918,0,0,0.141444232602479,593.5,0.141444232602479,0
"Hypsugo kitcheneri",0,0.0996186844613918,418,0.0996186844613918,0,0,0.110104861773117,462,0.110104861773117,0
"Lasiurus minor",0,0.0996186844613918,418,0.0996186844613918,0,0,0.0955672068636797,401,0.0955672068636797,0
"Myotis ciliolabrum",0,0.100214489990467,420.5,0.100214489990467,0,0,0.108079122974261,453.5,0.108079122974261,0
"Myotis pruinosus",0,0.100214489990467,420.5,0.100214489990467,0,0,0.111653956148713,468.5,0.111653956148713,0
"Rhogeessa aeneus",0,0.100571973307912,422,0.100571973307912,0,0,0.100214489990467,420.5,0.100214489990467,0
"Hipposideros beatus",0,0.100929456625357,423.5,0.100929456625357,0,0,0.13417540514776,563,0.13417540514776,0
"Pteropus caniceps",0,0.100929456625357,423.5,0.100929456625357,0,0,0.106291706387035,446,0.106291706387035,0
"Kerivoula muscina",0,0.101286939942803,425,0.101286939942803,0,0,0.110104861773117,462,0.110104861773117,0
"Nycteris hispida",0,0.101644423260248,426.5,0.101644423260248,0,0,0.127621544327931,535.5,0.127621544327931,0
"Pteropus niger",0,0.101644423260248,426.5,0.101644423260248,0,0,0.086510962821735,363,0.086510962821735,0
"Myotis insularum",0,0.102359389895138,429.5,0.102359389895138,0,0,0.110104861773117,462,0.110104861773117,0
"Otomops martiensseni",0,0.102359389895138,429.5,0.102359389895138,0,0,0.103789323164919,435.5,0.103789323164919,0
"Scoteanax rueppellii",0,0.102359389895138,429.5,0.102359389895138,0,0,0.110104861773117,462,0.110104861773117,0
"Chaerephon nigeriae",0,0.102955195424214,432,0.102955195424214,0,0,0.0835319351763584,350.5,0.0835319351763584,0
"Paranyctimene raptor",0,0.103193517635844,433,0.103193517635844,0,0,0.116658722592946,489.5,0.116658722592946,0
"Rhogeessa alleni",0,0.103431839847474,434,0.103431839847474,0,0,0.105815061963775,444,0.105815061963775,0
"Myotis australis",0,0.103908484270734,436,0.103908484270734,0,0,0.103789323164919,435.5,0.103789323164919,0
"Myotis stalkeri",0,0.103908484270734,436,0.103908484270734,0,0,0.101286939942803,425,0.101286939942803,0
"Scotophilus robustus",0,0.103908484270734,436,0.103908484270734,0,0,0.102716873212583,431,0.102716873212583,0
"Rhogeessa gracilis",0,0.104385128693994,438,0.104385128693994,0,0,0.116658722592946,489.5,0.116658722592946,0
"Pteropus gilliardorum",0,0.104623450905624,439,0.104623450905624,0,0,0.103789323164919,435.5,0.103789323164919,0
"Pteropus chrysoproctus",0,0.10498093422307,440.5,0.10498093422307,0,0,0.0944947569113441,396.5,0.0944947569113441,0
"Myotis aelleni",0,0.105338417540515,442,0.105338417540515,0,0,0.107006673021926,449,0.107006673021926,0
"Pteropus loochoensis",0,0.105576739752145,443,0.105576739752145,0,0,0.105338417540515,442,0.105338417540515,0
"Dobsonia emersa",0,0.105815061963775,444,0.105815061963775,0,0,0.107006673021926,449,0.107006673021926,0
"Myotis oreias",0,0.106053384175405,445,0.106053384175405,0,0,0.111177311725453,466.5,0.111177311725453,0
"Histiotus laephotis",0,0.106291706387035,446,0.106291706387035,0,0,0.104861773117255,440,0.104861773117255,0
"Vespadelus caurinus",0,0.106887511916111,448.5,0.106887511916111,0,0,0.0994995233555767,417.5,0.0994995233555767,0
"Arielulus societatis",0,0.106887511916111,448.5,0.106887511916111,0,0,0.123689227836034,519,0.123689227836034,0
"Neopteryx frosti",0,0.106887511916111,448.5,0.106887511916111,0,0,0.119280266920877,500.5,0.119280266920877,0
"Pipistrellus wattsi",0,0.106887511916111,448.5,0.106887511916111,0,0,0.112130600571973,470.5,0.112130600571973,0
"Nyctophilus bifax",0,0.107483317445186,451,0.107483317445186,0,0,0.117373689227836,492.5,0.117373689227836,0
"Nyctimene albiventer",0,0.107721639656816,452,0.107721639656816,0,0,0.11606291706387,487,0.11606291706387,0
"Pteropus melanopogon",0,0.107959961868446,453,0.107959961868446,0,0,0.0940181124880839,394.5,0.0940181124880839,0
"Micropteropus pusillus",1,0.0154909437559581,59.4,0.108078763958731,1,1,0.0235938989513823,67.4,0.112278443763329,1
"Nyctimene aello",0,0.108198284080076,454,0.108198284080076,0,0,0.132626310772164,556.5,0.132626310772164,0
"Dobsonia viridis",0,0.108555767397521,455.5,0.108555767397521,0,0,0.100214489990467,420.5,0.100214489990467,0
"Mops mops",0,0.108555767397521,455.5,0.108555767397521,0,0,0.123331744518589,517.5,0.123331744518589,0
"Eptesicus innoxius",0,0.109032411820782,457.5,0.109032411820782,0,0,0.0856768350810296,359.5,0.0856768350810296,0
"Melonycteris melanops",0,0.109032411820782,457.5,0.109032411820782,0,0,0.0994995233555767,417.5,0.0994995233555767,0
"Equus caballus",1,NA,76,0.109150884048095,1,1,NA,71.25,0.105188644403082,1
"Scotorepens greyii",0,0.109389895138227,459,0.109389895138227,0,0,0.114037178265014,478.5,0.114037178265014,0
"Histiotus macrotus",0,0.109866539561487,461,0.109866539561487,0,0,0.102716873212583,431,0.102716873212583,0
"Nyctophilus microtis",0,0.109866539561487,461,0.109866539561487,0,0,0.123331744518589,517.5,0.123331744518589,0
"Pteropus insularis",0,0.109866539561487,461,0.109866539561487,0,0,0.113322211630124,475.5,0.113322211630124,0
"Lasiurus castaneus",0,0.110462345090562,463.5,0.110462345090562,0,0,0.11558627264061,485,0.11558627264061,0
"Chalinolobus picatus",0,0.111415633937083,467.5,0.111415633937083,0,0,0.100810295519542,423,0.100810295519542,0
"Cistugo lesueuri",0,0.111415633937083,467.5,0.111415633937083,0,0,0.138703527168732,582,0.138703527168732,0
"Lasiurus insularis",0,0.111415633937083,467.5,0.111415633937083,0,0,0.0979504289799809,411,0.0979504289799809,0
"Murina ussuriensis",0,0.111415633937083,467.5,0.111415633937083,0,0,0.105100095328885,441,0.105100095328885,0
"Nyctimene major",0,0.111415633937083,467.5,0.111415633937083,0,0,0.119280266920877,500.5,0.119280266920877,0
"Dobsonia beauforti",0,0.112607244995234,472.5,0.112607244995234,0,0,0.122378455672069,513.5,0.122378455672069,0
"Myotis sodalis",0,0.112607244995234,472.5,0.112607244995234,0,0,0.130004766444233,545.5,0.130004766444233,0
"Nyctimene rabori",0,0.112607244995234,472.5,0.112607244995234,0,0,0.0975929456625357,409.5,0.0975929456625357,0
"Pteronotus parnellii",1,0.237249761677788,234,0.112811139117382,1,1,0.249404194470925,245.1,0.117257434545299,1
"Mops nanulus",0,0.113322211630124,475.5,0.113322211630124,0,0,0.135962821734986,570.5,0.135962821734986,0
"Pteropus vetulus",0,0.113322211630124,475.5,0.113322211630124,0,0,0.11558627264061,485,0.11558627264061,0
"Scotorepens orion",0,0.113679694947569,477,0.113679694947569,0,0,0.113322211630124,475.5,0.113322211630124,0
"Nyctimene certans",0,0.114513822688275,480.5,0.114513822688275,0,0,0.120471877979028,505.5,0.120471877979028,0
"Nyctimene draconilla",0,0.114513822688275,480.5,0.114513822688275,0,0,0.111177311725453,466.5,0.111177311725453,0
"Pteropus mariannus",0,0.114513822688275,480.5,0.114513822688275,0,0,0.0930648236415634,390.5,0.0930648236415634,0
"Pteropus pelewensis",0,0.114513822688275,480.5,0.114513822688275,0,0,0.108079122974261,453.5,0.108079122974261,0
"Rhinolophus silvestris",0,0.114513822688275,480.5,0.114513822688275,0,0,0.0822211630123928,345,0.0822211630123928,0
"Canis lupus",1,0.246901811248808,251.8,0.114562977754835,1,1,0.220924690181125,226.2,0.105606265699432,1
"Murina puta",0,0.115467111534795,484.5,0.115467111534795,0,0,0.0861534795042898,361.5,0.0861534795042898,0
"Pteropus aruensis",0,0.115943755958055,486.5,0.115943755958055,0,0,0.12595328884652,528.5,0.12595328884652,0
"Rhogeessa mira",0,0.1163012392755,488,0.1163012392755,0,0,0.124165872259295,521,0.124165872259295,0
"Pteropus tonganus",0,0.116658722592946,489.5,0.116658722592946,0,0,0.104623450905624,439,0.104623450905624,0
"Pteralopex atrata",0,0.117016205910391,491,0.117016205910391,0,0,0.108079122974261,453.5,0.108079122974261,0
"Latidens salimalii",0,0.117492850333651,493,0.117492850333651,0,0,0.107006673021926,449,0.107006673021926,0
"Myotis planiceps",0,0.117492850333651,493,0.117492850333651,0,0,0.132149666348904,554.5,0.132149666348904,0
"Myotis martiniquensis",0,0.118088655862726,495.5,0.118088655862726,0,0,0.121067683508103,508,0.121067683508103,0
"Dobsonia inermis",0,0.118684461391802,498,0.118684461391802,0,0,0.113322211630124,475.5,0.113322211630124,0
"Pteropus anetianus",0,0.119161105815062,500,0.119161105815062,0,0,0.125,524.5,0.125,0
"Tadarida latouchei",0,0.119161105815062,500,0.119161105815062,0,0,0.126906577693041,532.5,0.126906577693041,0
"Vespadelus vulturnus",0,0.119161105815062,500,0.119161105815062,0,0,0.130958055290753,549.5,0.130958055290753,0
"Myotis vivesi",0,0.119637750238322,502,0.119637750238322,0,0,0.122974261201144,516,0.122974261201144,0
"Nyctophilus timoriensis",0,0.120114394661582,504,0.120114394661582,0,0,0.108913250714967,457,0.108913250714967,0
"Pteropus ornatus",0,0.120114394661582,504,0.120114394661582,0,0,0.118684461391802,498,0.118684461391802,0
"Rhinopoma microphyllum",0,0.120591039084843,506,0.120591039084843,0,0,0.0900857959961869,378,0.0900857959961869,0
"Cheiromeles torquatus",0,0.121067683508103,508,0.121067683508103,0,0,0.110104861773117,462,0.110104861773117,0
"Pipistrellus maderensis",0,0.121067683508103,508,0.121067683508103,0,0,0.0985462345090562,413.5,0.0985462345090562,0
"Pteropus temminckii",0,0.121067683508103,508,0.121067683508103,0,0,0.122378455672069,513.5,0.122378455672069,0
"Vespadelus finlaysoni",0,0.121663489037178,510.5,0.121663489037178,0,0,0.117969494756911,495,0.117969494756911,0
"Eptesicus bobrinskoi",0,0.122378455672069,513.5,0.122378455672069,0,0,0.11487130600572,482,0.11487130600572,0
"Pipistrellus endoi",0,0.122378455672069,513.5,0.122378455672069,0,0,0.132983794089609,558,0.132983794089609,0
"Syconycteris hobbit",0,0.122378455672069,513.5,0.122378455672069,0,0,0.105815061963775,444,0.105815061963775,0
"Mops demonstrator",0,0.122974261201144,516,0.122974261201144,0,0,0.119995233555767,503.5,0.119995233555767,0
"Hypsugo vordermanni",0,0.123212583412774,517,0.123212583412774,0,0,0.120471877979028,505.5,0.120471877979028,0
"Nycticeius cubanus",0,0.123570066730219,518.5,0.123570066730219,0,0,0.13441372735939,564,0.13441372735939,0
"Notopteris neocaledonica",0,0.124404194470925,522,0.124404194470925,0,0,0.135009532888465,566.5,0.135009532888465,0
"Dobsonia praedatrix",0,0.124404194470925,522,0.124404194470925,0,0,0.132149666348904,554.5,0.132149666348904,0
"Nyctimene minutus",0,0.124404194470925,522,0.124404194470925,0,0,0.0994995233555767,417.5,0.0994995233555767,0
"Nycteris grandis",0,0.125,524.5,0.125,0,0,0.145495710200191,610.5,0.145495710200191,0
"Lasiurus salinae",0,0.12547664442326,526.5,0.12547664442326,0,0,0.129528122020972,543.5,0.129528122020972,0
"Mops thersites",0,0.12547664442326,526.5,0.12547664442326,0,0,0.14501906577693,608.5,0.14501906577693,0
"Nyctimene masalai",0,0.125834127740705,528,0.125834127740705,0,0,0.101763584366063,427,0.101763584366063,0
"Kerivoula agnella",0,0.126429933269781,530.5,0.126429933269781,0,0,0.139061010486177,583.5,0.139061010486177,0
"Plecotus taivanus",0,0.126429933269781,530.5,0.126429933269781,0,0,0.12595328884652,528.5,0.12595328884652,0
"Lasiurus pfeifferi",0,0.126787416587226,532,0.126787416587226,0,0,0.117373689227836,492.5,0.117373689227836,0
"Chaerephon chapini",0,0.127144899904671,533.5,0.127144899904671,0,0,0.0969971401334604,407,0.0969971401334604,0
"Chaerephon major",0,0.127144899904671,533.5,0.127144899904671,0,0,0.0962821734985701,404,0.0962821734985701,0
"Chaerephon bemmeleni",0,0.127621544327931,535.5,0.127621544327931,0,0,0.143112488083889,600.5,0.143112488083889,0
"Nyctophilus arnhemensis",0,0.127621544327931,535.5,0.127621544327931,0,0,0.127621544327931,535.5,0.127621544327931,0
"Myotis findleyi",0,0.127979027645377,537,0.127979027645377,0,0,0.139537654909438,585.5,0.139537654909438,0
"Nyctophilus gouldi",0,0.128336510962822,538.5,0.128336510962822,0,0,0.126906577693041,532.5,0.126906577693041,0
"Rhinolophus hillorum",0,0.128336510962822,538.5,0.128336510962822,0,0,0.100810295519542,423,0.100810295519542,0
"Arielulus cuprosus",0,0.128932316491897,541,0.128932316491897,0,0,0.125,524.5,0.125,0
"Melonycteris woodfordi",0,0.128932316491897,541,0.128932316491897,0,0,0.126549094375596,531,0.126549094375596,0
"Syconycteris carolinae",0,0.128932316491897,541,0.128932316491897,0,0,0.119995233555767,503.5,0.119995233555767,0
"Eptesicus serotinus",1,0.00452812202097235,65.5,0.128967648626569,1,1,0.00214489990467112,66.2,0.133484200318001,1
"Molossus rufus",0,0.186725452812202,209.8,0.128991888311065,1,0,0.196615824594852,210.9,0.120980966777905,1
"Artibeus phaeotis",1,0.182078169685415,190.2,0.12905806717685,1,1,0.193755958055291,200,0.131944658401012,1
"Nyctalus furvus",0,0.129408960915157,543,0.129408960915157,0,0,0.140133460438513,588,0.140133460438513,0
"Murina tenebrosa",0,0.130123927550048,546,0.130123927550048,0,0,0.136558627264061,573,0.136558627264061,0
"Falsistrellus tasmaniensis",0,0.130719733079123,548.5,0.130719733079123,0,0,0.131673021925643,552.5,0.131673021925643,0
"Plecotus teneriffae",0,0.130719733079123,548.5,0.130719733079123,0,0,0.133579599618684,560.5,0.133579599618684,0
"Hesperoptenus doriae",0,0.131077216396568,550,0.131077216396568,0,0,0.147640610104862,619.5,0.147640610104862,0
